"AnnoRilevamento";"DenominazioneAtl";"Provincia";"Comune";"Cap";"AltitudineComune";"DenominazioneStruttura";"Indirizzo";"NroCivico";"AltitudineStruttura";"Telefono";"Fax";"EMail";"SitoWeb";"Qualifica";"MarchiDiQualitecolabelEuropeo";"AccessoAllaStrutturaubicazionecitt";"AccessoAllaStrutturafuoriCitt";"DistanzetempoAPiediPerRaggiungereIlParcheggio";"DistanzeparcheggioEsternoM";"DistanzeimpRisalitaM";"DistanzestazioneFerroviariaKm";"DistanzecomuneStazioneFerroviaria";"DistanzenomeStazioneFerroviaria";"DistanzecaselloAutostradaKm";"Distanzeautostrada";"Distanzecasello";"DistanzeaereoportoKm";"Distanzeaereoporto";"AccessibilitDiversamenteAbiliidoneitDivAbili";"AccessibilitDiversamenteAbilinrCamereConBagno";"AccessibilitDiversamenteAbilinrPostiAuto";"AccessibilitDiversamenteAbilinrServiziIgenici";"AccessibilitDiversamenteAbilinrDocceCalde";"LingueParlateinglese";"LingueParlatefrancese";"LingueParlatetedesco";"LingueParlatespagnolo";"LingueParlateportoghese";"CapacitRicettivacamereDaLetto";"CapacitRicettivacamerate";"CapacitRicettivabagni";"CapacitRicettivapostiLetto";"CapacitRicettivawc";"CapacitRicettivalavabi";"CapacitRicettivadocce";"AltreCaratteristicheEServiziospitalitaccetGruppi";"AltreCaratteristicheEServizistudenti";"AltreCaratteristicheEServizianimaliDomesticinonAmmessi";"AltreCaratteristicheEServiziammAlGuinzaglio";"AnnoPrezzi";"PrezziGiornalieriPerCamerastagioneUnicasingolaMin";"PrezziGiornalieriPerCamerasingolaMax";"PrezziGiornalieriPerCameradoppiaMin";"PrezziGiornalieriPerCameradoppiaMax";"PrezziGiornalieriPerCameratriplaMin";"PrezziGiornalieriPerCameratriplaMax";"PrezziGiornalieriPerCamera4LettiMin";"PrezziGiornalieriPerCamera4LettiMax";"PrezziGiornalieriPerPersonastagioneUnicacamerateMin";"PrezziGiornalieriPerPersonacamerateMax";"PrezziGiornalieriPerPersonamezzaPensioneMin";"PrezziGiornalieriPerPersonamezzaPensioneMax";"PrezziGiornalieriPerPersonapensioneCompletaMin";"PrezziGiornalieriPerPersonapensioneCompletaMax";"PrimaColazionenonPrevista";"PrimaColazionecompresa";"PrimaColazioneprezziitalianaMin";"PrimaColazioneitalianaMax";"RistorazionesoloOspiti";"RistorazioneancheClientelaEsterna";"RistorazionenumeroCoperti";"RistorazionepiattoUnico";"RistorazionecucinaCeliaca";"RistorazionemenFisso";"RistorazioneconSpecialitPiemontesi";"RistorazionecucinaVegetariana";"ScontiEPromozionigruppiOrganizzati";"ScontiEPromozionibambini";"ScontiEPromozioniguide";"ScontiEPromozionisettimaneBiancheVerdi";"ScontiEPromozionisociAssociazioni";"ModalitDiPagamentoobbligoCaparra";"ModalitDiPagamentobonifico";"ModalitDiPagamentoassegno";"ModalitDiPagamentocontanti";"DotazioniComunitelefonoUsoComune";"DotazioniComuniricetrasmittente";"DotazioniComunibar";"DotazioniComuniareaBarbecue";"DotazioniComuniareaPicNic";"DotazioniComuniradio";"DotazioniComunisalaSoggiornoLettura";"DotazioniComunilocaleAlimentiEBevande";"DotazioniComuniinternetPointgratis";"DotazioniComuniInternetPointPagam";"DotazioniComuniinternetCavoWiFigratis";"DotazioniComuniCavoWiFipagam";"DotazioniComuniterrazzo";"DotazioniComuniparcheggioRiservato";"DotazioniComunicucinaPerGruppiAutogest";"DotazioniComunistufaALegna";"DotazioniComunistufaAKerosene";"DotazioniComunicaminetto";"DotazioniComunifornellinoElettrico";"DotazioniComuniluceElettrica";"DotazioniComuniacquaCalda";"DotazioniComuniacquaAllesterno";"DotazioniComuniserviziIgeniciAllinterno";"DotazioniComuniserviziIgeniciAllesterno";"DotazioniComuniatterraggioElicottero";"DotazioniComunicassettaProntoSoccorso";"DotazioniDeiBivacchiacquaAllinterno";"DotazioniDeiBivacchiacquaAllesterno";"DotazioniDeiBivacchiserviziIgieniciInterni";"DotazioniDeiBivacchiserviziIgieniciEsterni";"DotazioniDeiBivacchiluceElettrica";"DotazioniDeiBivacchifornellinoElettrico";"DotazioniDeiBivacchirfDotazioniBivacchiCuscini";"DotazioniDeiBivacchirfDotazioniBivacchiCoperte";"DotazioniDelleCamereCameratelenzuola";"DotazioniDelleCamereCameratelenzuolaMonouso";"DotazioniDelleCamereCameratecoperte";"DotazioniDelleCamereCameratecuscini";"DotazioniDelleCamereCameratewc";"DotazioniDelleCamereCameratelavabo";"DotazioniDelleCamereCameratedoccia";"DotazioniDelleCamereCamerateteliSpugna";"ImpiantiSportiviESvagoescursioniNaturalistiche";"ImpiantiSportiviESvagoosservBotanicheENaturalist";"ImpiantiSportiviESvagokayak";"ImpiantiSportiviESvagorafting";"ImpiantiSportiviESvagocicloturismo";"ImpiantiSportiviESvagocanyoning";"ImpiantiSportiviESvagosciDaDiscesa";"ImpiantiSportiviESvagosciDiFondo";"ImpiantiSportiviESvagosciAlpinismo";"ImpiantiSportiviESvagofreeClimbing";"ImpiantiSportiviESvagopalestraRoccia";"ImpiantiSportiviESvagoalpinismo";"ImpiantiSportiviESvagoparapendio";"ImpiantiSportiviESvagospeleologia";"ImpiantiSportiviESvagogiochiDiSociet";"AttrezzatureAlpinistiEscursionisticorde";"AttrezzatureAlpinistiEscursionistimoschettoni";"AttrezzatureAlpinistiEscursionistiimbracature";"AttrezzatureAlpinistiEscursionisticaschetti";"AttrezzatureAlpinistiEscursionistibarelle";"AttrezzatureAlpinistiEscursionistislitteBob";"AttrezzatureAlpinistiEscursionistiramponiGhiaccio";"AttrezzatureAlpinistiEscursionistiracchetteDaNeve";"AttrezzatureAlpinistiEscursionistiattrezzatureSci";"AttrezzatureAlpinistiEscursionistisciDiFondo";"AttrezzatureAlpinistiEscursionistisciDaDiscesa";"AttrezzatureAlpinistiEscursionistisnowboard";"AttrezzatureAlpinistiEscursionistibastonciniPerFitwalking";"AttrezzatureAlpinistiEscursionistiattrezzaturaPerArrampicata";"AttrezzatureAlpinistiEscursionistikitViaFerrata";"AttrezzatureAlpinistiEscursionistimountainbike";"ServiziDisponibiliboxCavalli";"ServiziDisponibilielencoGuideAlpine";"ServiziDisponibilidepositoAttrSportive";"ServiziDisponibililocaleRicoveroBici";"ServiziDisponibilinoleggioBici"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"RONCO CANAVESE";"10080";"956";"DAVITO";"Baite Di Lavinetta";"";"2360";"";"";"rifugi@caitorino.it";"";"Bivacco Fisso";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"1";"";"";"4";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"5";"5";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL di Cuneo";"CUNEO";"PIETRAPORZIO";"12010";"1246";"PRATI DEL VALLONE";"LOCALITA' PRATI DEL VALLONE";"SNC";"1750";"+39 0171 964 700";"";"";"";"Rifugio Escursionistico";"NO";"NO";"SI";"1";"150 m";"";"55 km";"BORGO S.DALMAZZO";"BORGO S.DALMAZZO";"65 KM";"CUNEO";"CUNEO";"80 KM";"LEVALDIGI (CN)";"NO";"";"";"";"";"SI";"SI";"NO";"SI";"NO";"8";"";"6";"25";"8";"6";"7";"SI";"SI";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"CERESOLE REALE";"10080";"1620";"LEONESI";"CANALONE COLLE PERDUTO";"SNC";"2909";"";"";"rifugi@caitorino.it";"";"Rifugio non gestito";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"1";"";"";"12";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"5";"5";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"SALZA DI PINEROLO";"10060";"1210";"POSTO TAPPA G.T.A. SALZA";"Borgata Didiero";"";"1210";"3488145311";"";"agriturismolamiando@gmail.com";"";"Rifugio non gestito";"NO";"SI";"SI";"5";"100";"15000";"40";"PINEROLO";"FS";"70";"A55";"PINEROLO";"100";"CASELLE";"NO";"";"";"";"";"SI";"SI";"NO";"SI";"NO";"1";"";"1";"5";"";"";"";"SI";"SI";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"20";"20";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO"
"2016";"ATL di Cuneo";"CUNEO";"ENTRACQUE";"12010";"894";"LOCANDA DEL SORRISO";"Frazione Trinita'";"";"1096";"+39 0171 978 388";"";"info@locandadelsorriso.com";"www.locandadelsorriso.com";"Rifugio Escursionistico";"SI";"SI";"NO";"";"";"";"20,0 km";"BORGO SAN DALMAZZO";"BORGO SAN DALMAZZO";"35,0 km";"TO-SV";"CUNEO";"120,0 km";"TORINO CASELLE";"NO";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"9";"2";"9";"38";"9";"9";"9";"SI";"SI";"NO";"SI";"2016";"35";"50";"50";"75";"70";"100";"85";"140";"27";"30";"40";"60";"53";"75";"NO";"SI";"";"";"NO";"SI";"60";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL di Cuneo";"CUNEO";"FRABOSA SOPRANA";"12082";"891";"LA BALMA";"Localita' Alpe Balma";"";"1883";"+39 335 534 86 30";"";"danybalma@tiscali.it";"";"Rifugio Alpino";"NO";"NO";"SI";"90";"500 m";"1000 m";"25 km";"MONDOVI";"MONDOVI";"27 km";"MONDOVì";"MONDOVI";"40 km";"LEVALDIGI";"NO";"1";"";"";"";"SI";"SI";"NO";"NO";"NO";"8";"8";"3";"16";"6";"6";"3";"NO";"NO";"NO";"SI";"2016";"35";"35";"70";"70";"";"";"";"";"";"";"";"";"75";"85";"NO";"SI";"10";"10";"NO";"SI";"50";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"SI";"NO";"NO";"NO";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL di Cuneo";"CUNEO";"PRAZZO";"12028";"1030";"CAPANNA FRANCO ELLENA";"SAN MICHELE";"SNC";"2020";"+39 0171 679 98";"+39 0171 679 98";"info@caicuneo.it";"";"Rifugio non gestito";"NO";"NO";"SI";"45";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"1";"1";"10";"1";"1";"1";"SI";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"10";"20";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL di Cuneo";"CUNEO";"RITTANA";"12010";"750";"PARALOUP";"Borgata Paralou";"SNC";"1360";"349 1375976,349 1268858";"";"chiaretta.g2004@libero.it";"";"Rifugio Escursionistico";"NO";"NO";"SI";"20";"2000 m";"";"20 KM";"BORGO SAN DALMAZZO";"BORGO SAN DALMAZZO";"30 km";"A33 ASTI-CUNEO";"CUNEO";"40 km";"LEVALDIGI";"SI";"";"";"1";"";"SI";"SI";"NO";"SI";"NO";"";"2";"2";"12";"6";"2";"3";"SI";"SI";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"20";"30";"35";"45";"55";"65";"SI";"NO";"";"";"NO";"SI";"";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"SI"
"2016";"ATL di Cuneo";"CUNEO";"ROCCABRUNA";"12020";"700";"RIGONI NICOLO'";"Frazione S. Anna";"8";"1252";"+39 347 235 87 97";"";"associazione@roccere.it";"www.coppelleroccere.com";"Rifugio Escursionistico";"NO";"NO";"SI";"2";"100 M";"";"25 KM";"CUNEO";"CUNEO";"35 KM";"MONDOVì";"MONDOVI";"23 KM";"TORINO-CUNEO";"NO";"";"";"";"";"SI";"SI";"NO";"SI";"NO";"";"1";"1";"10";"1";"1";"1";"SI";"SI";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Tutti";"Tutti";"Tutti";"Tutti";"Tutti";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"BUSSOLENO";"10053";"440";"CAPANNA SOCIALE AURELIO RAVETTO";"CROCE DI FERRO";"SNC";"2545";"3389007813";"";"";"";"Rifugio Alpino";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"2";"2";"12";"";"";"";"NO";"NO";"NO";"SI";"2016";"";"";"";"";"";"";"";"";"10";"20";"30";"50";"";"";"SI";"NO";"2";"8";"NO";"SI";"20";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"CORIO";"10070";"625";"ALPE SOGLIA";"Localita' Alpe Soglia";"";"1711";"3475047112";"";"rifugioalpesoglia@yahoo.it";"www.rifugioalpesogliacorioaltervista.org";"Rifugio Alpino";"NO";"NO";"NO";"";"";"";"";"";"";"";"";"";"40 Km";"Caselle";"NO";"";"";"";"";"SI";"SI";"NO";"NO";"NO";"9";"";"2";"18";"6";"8";"2";"SI";"NO";"NO";"SI";"2016";"25";"25";"50";"50";"";"";"";"";"";"";"45";"45";"60";"60";"NO";"NO";"";"";"NO";"SI";"56";"NO";"NO";"SI";"SI";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"LOCANA";"10080";"613";"POCCHIOLA-MENEGHELLO";"Localita' Lago Di Valsoera";"";"2440";"";"";"rifugi@caitorino.it";"";"Rifugio non gestito";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"";"1";"";"14";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"5";"5";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"Nessuno";"Nessuno";"Alcuni";"Alcuni";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"NOASCA";"10080";"1062";"GIRAUDO";"Lago Piatta Del Roc";"";"2630";"";"";"";"";"Bivacco Fisso";"NO";"NO";"SI";"";"";"";"";"";"";"";"";"";"";"";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"1";"";"";"6";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"5";"5";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"ROURE";"10060";"860";"LAUS";"LOCALITA' LAGO LAUS";"SNC";"2274";"12183757";"12183757";"segreteria.alpicozie@ruparpiemonte.it";"";"Bivacco Fisso";"NO";"NO";"SI";"45";"";"";"46";"PINEROLO";"FS";"74";"A55";"BEINASCO";"108";"CASELLE";"NO";"";"";"";"";"NO";"NO";"NO";"NO";"NO";"1";"";"1";"4";"";"";"";"NO";"NO";"NO";"NO";"2016";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NO";"NO";"";"";"NO";"NO";"";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"Nessuno";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO"
"2016";"ATL Turismo Torino e Provincia";"TORINO";"SAN GIORIO DI SUSA";"10050";"420";"GEAT VAL GRAVIO";"Vallone Del Gravio";"";"1390";"3338454390";"";"custodi@rifugiovalgravio.it";"www.rifugiovalgravio.it";"Rifugio Alpino";"NO";"NO";"SI";"60";"3000";"";"7";"BUSSOLENO";"FS";"13";"A 32";"CHIANOCCO";"58";"TORINO CASELLE";"NO";"";"";"";"";"NO";"SI";"NO";"NO";"NO";"6";"2";"2";"22";"1";"2";"2";"SI";"SI";"NO";"SI";"2016";"12";"24";"24";"48";"36";"77";"48";"96";"10";"20";"28";"40";"40";"52";"NO";"SI";"4.5";"5";"NO";"SI";"40";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"SI";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"SI";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"Alcuni";"Nessuno";"Alcuni";"Tutti";"Alcuni";"Alcuni";"Alcuni";"Alcuni";"SI";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"SI";"NO";"NO";"NO";"NO";"SI";"SI";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"NO";"SI";"SI";"SI";"NO"
